COUNTRY,STATE,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH
U.S.A.,Illinois,86.62,158.46,OFFICE,DESK,1997,2,May
U.S.A.,Illinois,125.77,50.62,OFFICE,DESK,1997,2,Jun
U.S.A.,Illinois,139.85,1.38,OFFICE,DESK,1997,3,Jul
U.S.A.,Illinois,95.23,69.38,OFFICE,DESK,1997,3,Aug
U.S.A.,Illinois,67.77,79.15,OFFICE,DESK,1997,3,Sep
U.S.A.,Illinois,35.85,27.38,OFFICE,DESK,1997,4,Oct
U.S.A.,Illinois,77.92,95.54,OFFICE,DESK,1997,4,Nov
U.S.A.,Illinois,71.38,9.31,OFFICE,DESK,1997,4,Dec
U.S.A.,Illinois,132.23,102.46,FURNITURE,SOFA,1997,1,Jan
U.S.A.,Illinois,52.77,13.54,FURNITURE,SOFA,1997,1,Feb
U.S.A.,Illinois,122.00,98.38,FURNITURE,SOFA,1997,1,Mar
U.S.A.,Illinois,143.23,24.85,FURNITURE,SOFA,1997,2,Apr
U.S.A.,Illinois,152.85,123.46,FURNITURE,SOFA,1997,2,May
U.S.A.,Illinois,118.85,87.46,FURNITURE,SOFA,1997,2,Jun
U.S.A.,Illinois,148.92,128.15,FURNITURE,SOFA,1997,3,Jul
U.S.A.,Illinois,146.54,14.92,FURNITURE,SOFA,1997,3,Aug
U.S.A.,Illinois,108.62,20.69,FURNITURE,SOFA,1997,3,Sep
U.S.A.,Illinois,77.62,102.92,FURNITURE,SOFA,1997,4,Oct
U.S.A.,Illinois,96.85,17.62,FURNITURE,SOFA,1997,4,Nov
U.S.A.,Illinois,15.62,100.62,FURNITURE,SOFA,1997,4,Dec
U.S.A.,Illinois,109.62,27.31,FURNITURE,BED,1997,1,Jan
U.S.A.,Illinois,82.38,35.46,FURNITURE,BED,1997,1,Feb
U.S.A.,Illinois,138.62,55.85,FURNITURE,BED,1997,1,Mar
U.S.A.,Illinois,62.69,27.00,FURNITURE,BED,1997,2,Apr
U.S.A.,Illinois,94.31,97.62,FURNITURE,BED,1997,2,May
U.S.A.,Illinois,21.85,9.15,FURNITURE,BED,1997,2,Jun
U.S.A.,Illinois,148.62,109.69,FURNITURE,BED,1997,3,Jul
U.S.A.,Illinois,80.00,148.31,FURNITURE,BED,1997,3,Aug
U.S.A.,Illinois,54.38,66.08,FURNITURE,BED,1997,3,Sep
U.S.A.,Illinois,32.54,64.54,FURNITURE,BED,1997,4,Oct
U.S.A.,Illinois,117.38,76.77,FURNITURE,BED,1997,4,Nov
U.S.A.,Illinois,9.23,164.46,FURNITURE,BED,1997,4,Dec
U.S.A.,Illinois,66.15,52.38,OFFICE,CHAIR,1997,1,Jan
U.S.A.,Illinois,59.92,28.85,OFFICE,CHAIR,1997,1,Feb
U.S.A.,Illinois,96.15,98.08,OFFICE,CHAIR,1997,1,Mar
U.S.A.,Illinois,132.54,111.08,OFFICE,CHAIR,1997,2,Apr
U.S.A.,Illinois,103.69,10.08,OFFICE,CHAIR,1997,2,May
U.S.A.,Illinois,138.23,94.08,OFFICE,CHAIR,1997,2,Jun
U.S.A.,Illinois,82.77,6.08,OFFICE,CHAIR,1997,3,Jul
U.S.A.,Illinois,14.23,123.77,OFFICE,CHAIR,1997,3,Aug
U.S.A.,Illinois,32.54,87.15,OFFICE,CHAIR,1997,3,Sep
U.S.A.,Illinois,44.85,129.38,OFFICE,CHAIR,1997,4,Oct
U.S.A.,Illinois,149.46,158.92,OFFICE,CHAIR,1997,4,Nov
U.S.A.,Illinois,137.15,120.77,OFFICE,CHAIR,1997,4,Dec
U.S.A.,Illinois,17.46,79.15,OFFICE,DESK,1997,1,Jan
U.S.A.,Illinois,14.85,57.69,OFFICE,DESK,1997,1,Feb
U.S.A.,Illinois,65.46,50.00,OFFICE,DESK,1997,1,Mar
U.S.A.,Illinois,137.15,50.77,OFFICE,DESK,1997,2,Apr
U.S.A.,Illinois,154.69,39.08,OFFICE,DESK,1997,2,May
U.S.A.,Illinois,41.85,155.77,OFFICE,DESK,1997,2,Jun
U.S.A.,Illinois,77.92,156.54,OFFICE,DESK,1997,3,Jul
U.S.A.,Illinois,103.69,143.85,OFFICE,DESK,1997,3,Aug
U.S.A.,Illinois,147.23,84.85,OFFICE,DESK,1997,3,Sep
U.S.A.,Illinois,17.85,9.46,OFFICE,DESK,1997,4,Oct
U.S.A.,Illinois,110.00,132.31,OFFICE,DESK,1997,4,Nov
U.S.A.,Illinois,8.92,108.38,OFFICE,DESK,1997,4,Dec
U.S.A.,Illinois,32.15,54.31,FURNITURE,SOFA,1997,1,Jan
U.S.A.,Illinois,63.00,104.85,FURNITURE,SOFA,1997,1,Feb
U.S.A.,Illinois,120.23,27.69,FURNITURE,SOFA,1997,1,Mar
U.S.A.,Illinois,20.15,47.23,FURNITURE,SOFA,1997,2,Apr
U.S.A.,Illinois,128.31,153.92,FURNITURE,SOFA,1997,2,May
U.S.A.,Illinois,132.77,70.23,FURNITURE,SOFA,1997,2,Jun
U.S.A.,Illinois,2.46,9.54,FURNITURE,SOFA,1997,3,Jul
U.S.A.,Illinois,7.31,113.38,FURNITURE,SOFA,1997,3,Aug
U.S.A.,Illinois,70.15,83.46,FURNITURE,SOFA,1997,3,Sep
U.S.A.,Illinois,111.23,64.46,FURNITURE,SOFA,1997,4,Oct
U.S.A.,Illinois,76.69,83.54,FURNITURE,SOFA,1997,4,Nov
U.S.A.,Illinois,110.85,30.69,FURNITURE,SOFA,1997,4,Dec
U.S.A.,Illinois,155.31,64.85,FURNITURE,BED,1997,1,Jan
U.S.A.,Illinois,116.46,12.92,FURNITURE,BED,1997,1,Feb
U.S.A.,Illinois,2.08,124.62,FURNITURE,BED,1997,1,Mar
U.S.A.,Illinois,155.54,107.77,FURNITURE,BED,1997,2,Apr
U.S.A.,Illinois,128.00,47.54,FURNITURE,BED,1997,2,May
U.S.A.,Illinois,154.15,23.23,FURNITURE,BED,1997,2,Jun
U.S.A.,Illinois,121.69,75.00,FURNITURE,BED,1997,3,Jul
U.S.A.,Illinois,144.38,8.08,FURNITURE,BED,1997,3,Aug
U.S.A.,Illinois,136.08,15.15,FURNITURE,BED,1997,3,Sep
U.S.A.,Illinois,88.08,101.31,FURNITURE,BED,1997,4,Oct
U.S.A.,Illinois,146.23,51.31,FURNITURE,BED,1997,4,Nov
U.S.A.,Illinois,152.38,49.23,FURNITURE,BED,1997,4,Dec
U.S.A.,Illinois,6.23,142.46,OFFICE,CHAIR,1997,1,Jan
U.S.A.,Illinois,90.15,5.23,OFFICE,CHAIR,1997,1,Feb
U.S.A.,Illinois,34.92,156.23,OFFICE,CHAIR,1997,1,Mar
U.S.A.,Illinois,100.77,94.23,OFFICE,CHAIR,1997,2,Apr
U.S.A.,Illinois,38.15,28.77,OFFICE,CHAIR,1997,2,May
U.S.A.,Illinois,87.15,26.92,OFFICE,CHAIR,1997,2,Jun
U.S.A.,Illinois,7.54,93.92,OFFICE,CHAIR,1997,3,Jul
U.S.A.,Illinois,119.23,51.15,OFFICE,CHAIR,1997,3,Aug
U.S.A.,Illinois,138.38,23.69,OFFICE,CHAIR,1997,3,Sep
U.S.A.,Illinois,152.31,102.08,OFFICE,CHAIR,1997,4,Oct
U.S.A.,Illinois,72.31,105.23,OFFICE,CHAIR,1997,4,Nov
U.S.A.,Illinois,40.85,124.92,OFFICE,CHAIR,1997,4,Dec
U.S.A.,Illinois,111.85,30.54,OFFICE,DESK,1997,1,Jan
U.S.A.,Illinois,122.00,4.00,OFFICE,DESK,1997,1,Feb
U.S.A.,Illinois,21.08,136.08,OFFICE,DESK,1997,1,Mar
U.S.A.,Illinois,105.77,106.85,OFFICE,DESK,1997,2,Apr
U.S.A.,Illinois,49.69,15.31,OFFICE,DESK,1997,2,May
U.S.A.,Illinois,83.31,130.31,OFFICE,DESK,1997,2,Jun
U.S.A.,Illinois,150.15,130.46,OFFICE,DESK,1997,3,Jul
U.S.A.,Illinois,7.15,34.23,OFFICE,DESK,1997,3,Aug
U.S.A.,Illinois,85.08,53.54,OFFICE,DESK,1997,3,Sep
U.S.A.,Illinois,74.15,67.00,OFFICE,DESK,1997,4,Oct
U.S.A.,Illinois,104.38,129.38,OFFICE,DESK,1997,4,Nov
U.S.A.,Illinois,78.00,103.38,OFFICE,DESK,1997,4,Dec
U.S.A.,Illinois,97.15,158.92,FURNITURE,SOFA,1998,1,Jan
U.S.A.,Illinois,37.00,92.38,FURNITURE,SOFA,1998,1,Feb
U.S.A.,Illinois,84.00,45.23,FURNITURE,SOFA,1998,1,Mar
U.S.A.,Illinois,146.38,46.38,FURNITURE,SOFA,1998,2,Apr
U.S.A.,Illinois,73.00,118.92,FURNITURE,SOFA,1998,2,May
U.S.A.,Illinois,79.08,55.54,FURNITURE,SOFA,1998,2,Jun
U.S.A.,Illinois,78.62,129.15,FURNITURE,SOFA,1998,3,Jul
U.S.A.,Illinois,67.00,113.54,FURNITURE,SOFA,1998,3,Aug
U.S.A.,Illinois,40.77,42.38,FURNITURE,SOFA,1998,3,Sep
U.S.A.,Illinois,118.00,159.23,FURNITURE,SOFA,1998,4,Oct
U.S.A.,Illinois,123.77,100.31,FURNITURE,SOFA,1998,4,Nov
U.S.A.,Illinois,3.23,163.54,FURNITURE,SOFA,1998,4,Dec
U.S.A.,Illinois,23.69,136.31,FURNITURE,BED,1998,1,Jan
U.S.A.,Illinois,97.38,56.15,FURNITURE,BED,1998,1,Feb
U.S.A.,Illinois,106.23,64.38,FURNITURE,BED,1998,1,Mar
U.S.A.,Illinois,123.23,82.69,FURNITURE,BED,1998,2,Apr
U.S.A.,Illinois,44.08,119.00,FURNITURE,BED,1998,2,May
U.S.A.,Illinois,128.69,96.77,FURNITURE,BED,1998,2,Jun
U.S.A.,Illinois,132.38,89.23,FURNITURE,BED,1998,3,Jul
U.S.A.,Illinois,3.46,55.62,FURNITURE,BED,1998,3,Aug
U.S.A.,Illinois,46.23,63.31,FURNITURE,BED,1998,3,Sep
U.S.A.,Illinois,143.77,64.85,FURNITURE,BED,1998,4,Oct
U.S.A.,Illinois,106.85,100.77,FURNITURE,BED,1998,4,Nov
U.S.A.,Illinois,17.31,114.46,FURNITURE,BED,1998,4,Dec
U.S.A.,Illinois,145.77,2.00,OFFICE,CHAIR,1998,1,Jan
U.S.A.,Illinois,31.46,125.31,OFFICE,CHAIR,1998,1,Feb
U.S.A.,Illinois,29.62,159.31,OFFICE,CHAIR,1998,1,Mar
U.S.A.,Illinois,91.54,57.85,OFFICE,CHAIR,1998,2,Apr
U.S.A.,Illinois,131.92,158.85,OFFICE,CHAIR,1998,2,May
U.S.A.,Illinois,66.69,10.38,OFFICE,CHAIR,1998,2,Jun
U.S.A.,Illinois,84.77,7.92,OFFICE,CHAIR,1998,3,Jul
U.S.A.,Illinois,66.69,162.00,OFFICE,CHAIR,1998,3,Aug
U.S.A.,Illinois,122.38,68.85,OFFICE,CHAIR,1998,3,Sep
U.S.A.,Illinois,22.38,35.15,OFFICE,CHAIR,1998,4,Oct
U.S.A.,Illinois,22.38,129.85,OFFICE,CHAIR,1998,4,Nov
U.S.A.,Illinois,135.00,75.23,OFFICE,CHAIR,1998,4,Dec
U.S.A.,Illinois,100.85,40.23,OFFICE,DESK,1998,1,Jan
U.S.A.,Illinois,27.00,49.00,OFFICE,DESK,1998,1,Feb
U.S.A.,Illinois,84.38,134.62,OFFICE,DESK,1998,1,Mar
U.S.A.,Illinois,79.54,22.15,OFFICE,DESK,1998,2,Apr
U.S.A.,Illinois,45.15,73.62,OFFICE,DESK,1998,2,May
U.S.A.,Illinois,35.92,68.46,OFFICE,DESK,1998,2,Jun
U.S.A.,Illinois,77.08,92.31,OFFICE,DESK,1998,3,Jul
U.S.A.,Illinois,2.92,105.92,OFFICE,DESK,1998,3,Aug
U.S.A.,Illinois,2.08,96.00,OFFICE,DESK,1998,3,Sep
U.S.A.,Illinois,4.69,52.15,OFFICE,DESK,1998,4,Oct
U.S.A.,Illinois,64.85,159.00,OFFICE,DESK,1998,4,Nov
U.S.A.,Illinois,51.23,157.54,OFFICE,DESK,1998,4,Dec
U.S.A.,Illinois,85.85,115.46,FURNITURE,SOFA,1998,1,Jan
U.S.A.,Illinois,141.15,98.00,FURNITURE,SOFA,1998,1,Feb
U.S.A.,Illinois,118.77,162.38,FURNITURE,SOFA,1998,1,Mar
U.S.A.,Illinois,39.23,30.92,FURNITURE,SOFA,1998,2,Apr
U.S.A.,Illinois,39.62,150.38,FURNITURE,SOFA,1998,2,May
U.S.A.,Illinois,128.46,101.92,FURNITURE,SOFA,1998,2,Jun
U.S.A.,Illinois,156.54,123.08,FURNITURE,SOFA,1998,3,Jul
U.S.A.,Illinois,39.46,4.23,FURNITURE,SOFA,1998,3,Aug
U.S.A.,Illinois,42.00,150.31,FURNITURE,SOFA,1998,3,Sep
U.S.A.,Illinois,139.54,53.31,FURNITURE,SOFA,1998,4,Oct
U.S.A.,Illinois,152.46,166.23,FURNITURE,SOFA,1998,4,Nov
U.S.A.,Illinois,152.85,126.00,FURNITURE,SOFA,1998,4,Dec
U.S.A.,Illinois,17.31,69.62,FURNITURE,BED,1998,1,Jan
U.S.A.,Illinois,123.69,109.15,FURNITURE,BED,1998,1,Feb
U.S.A.,Illinois,39.62,42.31,FURNITURE,BED,1998,1,Mar
U.S.A.,Illinois,75.15,4.00,FURNITURE,BED,1998,2,Apr
U.S.A.,Illinois,22.69,64.31,FURNITURE,BED,1998,2,May
U.S.A.,Illinois,24.77,107.00,FURNITURE,BED,1998,2,Jun
U.S.A.,Illinois,125.85,80.62,FURNITURE,BED,1998,3,Jul
U.S.A.,Illinois,40.46,21.15,FURNITURE,BED,1998,3,Aug
U.S.A.,Illinois,106.85,160.77,FURNITURE,BED,1998,3,Sep
U.S.A.,Illinois,55.38,131.92,FURNITURE,BED,1998,4,Oct
U.S.A.,Illinois,55.38,74.62,FURNITURE,BED,1998,4,Nov
U.S.A.,Illinois,117.54,43.31,FURNITURE,BED,1998,4,Dec
U.S.A.,Illinois,103.23,160.23,OFFICE,CHAIR,1998,1,Jan
U.S.A.,Illinois,0.54,10.54,OFFICE,CHAIR,1998,1,Feb
U.S.A.,Illinois,62.85,59.69,OFFICE,CHAIR,1998,1,Mar
U.S.A.,Illinois,77.46,96.15,OFFICE,CHAIR,1998,2,Apr
U.S.A.,Illinois,103.54,94.69,OFFICE,CHAIR,1998,2,May
U.S.A.,Illinois,79.00,120.62,OFFICE,CHAIR,1998,2,Jun
U.S.A.,Illinois,110.85,29.15,OFFICE,CHAIR,1998,3,Jul
U.S.A.,Illinois,11.92,116.85,OFFICE,CHAIR,1998,3,Aug
U.S.A.,Illinois,143.62,2.38,OFFICE,CHAIR,1998,3,Sep
U.S.A.,Illinois,62.38,5.77,OFFICE,CHAIR,1998,4,Oct
U.S.A.,Illinois,74.15,151.15,OFFICE,CHAIR,1998,4,Nov
U.S.A.,Illinois,56.15,137.92,OFFICE,CHAIR,1998,4,Dec
U.S.A.,Illinois,31.69,136.08,OFFICE,DESK,1998,1,Jan
U.S.A.,Illinois,24.15,83.69,OFFICE,DESK,1998,1,Feb
U.S.A.,Illinois,56.46,0.69,OFFICE,DESK,1998,1,Mar
U.S.A.,Illinois,49.77,51.08,OFFICE,DESK,1998,2,Apr
U.S.A.,Illinois,133.85,141.62,OFFICE,DESK,1998,2,May
U.S.A.,Illinois,80.08,141.08,OFFICE,DESK,1998,2,Jun
U.S.A.,Illinois,124.38,126.77,OFFICE,DESK,1998,3,Jul
U.S.A.,Illinois,89.62,122.15,OFFICE,DESK,1998,3,Aug
U.S.A.,Illinois,44.69,77.85,OFFICE,DESK,1998,3,Sep
U.S.A.,Illinois,37.85,119.23,OFFICE,DESK,1998,4,Oct
U.S.A.,Illinois,90.85,135.69,OFFICE,DESK,1998,4,Nov
U.S.A.,Illinois,96.46,155.85,OFFICE,DESK,1998,4,Dec
U.S.A.,Illinois,138.85,15.31,FURNITURE,SOFA,1998,1,Jan
U.S.A.,Illinois,79.08,138.08,FURNITURE,SOFA,1998,1,Feb
U.S.A.,Illinois,147.54,95.23,FURNITURE,SOFA,1998,1,Mar
U.S.A.,Illinois,73.31,54.77,FURNITURE,SOFA,1998,2,Apr
U.S.A.,Illinois,4.38,116.08,FURNITURE,SOFA,1998,2,May
U.S.A.,Illinois,11.23,68.23,FURNITURE,SOFA,1998,2,Jun
U.S.A.,Illinois,94.08,85.38,FURNITURE,SOFA,1998,3,Jul
U.S.A.,Illinois,94.85,5.85,FURNITURE,SOFA,1998,3,Aug
U.S.A.,Illinois,85.23,160.31,FURNITURE,SOFA,1998,3,Sep
U.S.A.,Illinois,105.15,121.54,FURNITURE,SOFA,1998,4,Oct
U.S.A.,Illinois,19.00,39.85,FURNITURE,SOFA,1998,4,Nov
U.S.A.,Illinois,139.92,3.08,FURNITURE,SOFA,1998,4,Dec
U.S.A.,Illinois,44.23,103.85,FURNITURE,BED,1998,1,Jan
U.S.A.,Illinois,110.23,24.77,FURNITURE,BED,1998,1,Feb
U.S.A.,Illinois,99.69,92.00,FURNITURE,BED,1998,1,Mar
U.S.A.,Illinois,143.85,107.77,FURNITURE,BED,1998,2,Apr
U.S.A.,Illinois,70.62,156.23,FURNITURE,BED,1998,2,May
U.S.A.,Illinois,127.54,160.00,FURNITURE,BED,1998,2,Jun
U.S.A.,Illinois,17.31,88.15,FURNITURE,BED,1998,3,Jul
U.S.A.,Illinois,137.15,119.23,FURNITURE,BED,1998,3,Aug
U.S.A.,Illinois,147.08,0.85,FURNITURE,BED,1998,3,Sep
U.S.A.,Illinois,47.54,26.15,FURNITURE,BED,1998,4,Oct
U.S.A.,Illinois,16.00,33.62,FURNITURE,BED,1998,4,Nov
U.S.A.,Illinois,111.69,47.85,FURNITURE,BED,1998,4,Dec
U.S.A.,Illinois,125.69,123.38,OFFICE,CHAIR,1998,1,Jan
U.S.A.,Illinois,70.54,139.92,OFFICE,CHAIR,1998,1,Feb
U.S.A.,Illinois,27.38,65.62,OFFICE,CHAIR,1998,1,Mar
U.S.A.,Illinois,99.85,4.46,OFFICE,CHAIR,1998,2,Apr
U.S.A.,Illinois,73.38,37.77,OFFICE,CHAIR,1998,2,May
U.S.A.,Illinois,154.08,77.00,OFFICE,CHAIR,1998,2,Jun
U.S.A.,Illinois,106.08,139.69,OFFICE,CHAIR,1998,3,Jul
U.S.A.,Illinois,72.46,123.08,OFFICE,CHAIR,1998,3,Aug
U.S.A.,Illinois,129.08,131.00,OFFICE,CHAIR,1998,3,Sep
U.S.A.,Illinois,147.00,88.77,OFFICE,CHAIR,1998,4,Oct
U.S.A.,Illinois,57.62,41.00,OFFICE,CHAIR,1998,4,Nov
U.S.A.,Illinois,5.77,7.38,OFFICE,CHAIR,1998,4,Dec
U.S.A.,Illinois,91.69,118.69,OFFICE,DESK,1998,1,Jan
U.S.A.,Illinois,87.23,105.69,OFFICE,DESK,1998,1,Feb
U.S.A.,Illinois,4.85,107.15,OFFICE,DESK,1998,1,Mar
U.S.A.,Illinois,74.92,86.62,OFFICE,DESK,1998,2,Apr
U.S.A.,Illinois,115.85,156.46,OFFICE,DESK,1998,2,May
U.S.A.,Illinois,90.77,137.77,OFFICE,DESK,1998,2,Jun
U.S.A.,Illinois,152.38,96.46,OFFICE,DESK,1998,3,Jul
U.S.A.,Illinois,56.85,24.23,OFFICE,DESK,1998,3,Aug
U.S.A.,Illinois,56.31,120.00,OFFICE,DESK,1998,3,Sep
U.S.A.,Illinois,66.38,52.38,OFFICE,DESK,1998,4,Oct
U.S.A.,Illinois,38.23,134.62,OFFICE,DESK,1998,4,Nov
U.S.A.,Illinois,90.08,125.23,OFFICE,DESK,1998,4,Dec
U.S.A.,Illinois,43.23,136.77,FURNITURE,SOFA,1998,1,Jan
U.S.A.,Illinois,59.23,126.23,FURNITURE,SOFA,1998,1,Feb
U.S.A.,Illinois,11.77,157.31,FURNITURE,SOFA,1998,1,Mar
U.S.A.,Illinois,111.85,131.77,FURNITURE,SOFA,1998,2,Apr
U.S.A.,Illinois,22.92,27.62,FURNITURE,SOFA,1998,2,May
U.S.A.,Illinois,27.92,114.77,FURNITURE,SOFA,1998,2,Jun
U.S.A.,Illinois,18.23,112.00,FURNITURE,SOFA,1998,3,Jul
U.S.A.,Illinois,46.08,97.69,FURNITURE,SOFA,1998,3,Aug
U.S.A.,Illinois,13.92,163.77,FURNITURE,SOFA,1998,3,Sep
U.S.A.,Illinois,44.54,19.00,FURNITURE,SOFA,1998,4,Oct
U.S.A.,Illinois,15.23,138.15,FURNITURE,SOFA,1998,4,Nov
U.S.A.,Illinois,138.31,71.46,FURNITURE,SOFA,1998,4,Dec
U.S.A.,Illinois,93.77,64.69,FURNITURE,BED,1998,1,Jan
U.S.A.,Illinois,56.46,56.38,FURNITURE,BED,1998,1,Feb
U.S.A.,Illinois,25.00,77.46,FURNITURE,BED,1998,1,Mar
U.S.A.,Illinois,108.62,80.23,FURNITURE,BED,1998,2,Apr
U.S.A.,Illinois,129.08,147.85,FURNITURE,BED,1998,2,May
U.S.A.,Illinois,75.00,119.31,FURNITURE,BED,1998,2,Jun
U.S.A.,Illinois,70.08,16.38,FURNITURE,BED,1998,3,Jul
U.S.A.,Illinois,33.15,152.46,FURNITURE,BED,1998,3,Aug
U.S.A.,Illinois,88.54,17.15,FURNITURE,BED,1998,3,Sep
U.S.A.,Illinois,39.77,149.77,FURNITURE,BED,1998,4,Oct
U.S.A.,Illinois,96.69,59.62,FURNITURE,BED,1998,4,Nov
U.S.A.,Illinois,108.92,37.62,FURNITURE,BED,1998,4,Dec
U.S.A.,Illinois,70.15,1.77,OFFICE,CHAIR,1998,1,Jan
U.S.A.,Illinois,52.54,7.23,OFFICE,CHAIR,1998,1,Feb
U.S.A.,Illinois,26.62,108.69,OFFICE,CHAIR,1998,1,Mar
U.S.A.,Illinois,122.15,8.00,OFFICE,CHAIR,1998,2,Apr
U.S.A.,Illinois,15.08,114.00,OFFICE,CHAIR,1998,2,May
U.S.A.,Illinois,97.08,155.92,OFFICE,CHAIR,1998,2,Jun
U.S.A.,Illinois,132.85,89.38,OFFICE,CHAIR,1998,3,Jul
U.S.A.,Illinois,150.62,139.23,OFFICE,CHAIR,1998,3,Aug
U.S.A.,Illinois,46.23,128.85,OFFICE,CHAIR,1998,3,Sep
U.S.A.,Illinois,149.31,62.92,OFFICE,CHAIR,1998,4,Oct
U.S.A.,Illinois,14.15,32.00,OFFICE,CHAIR,1998,4,Nov
U.S.A.,Illinois,19.77,140.31,OFFICE,CHAIR,1998,4,Dec
U.S.A.,Illinois,129.15,67.23,OFFICE,DESK,1998,1,Jan
U.S.A.,Illinois,142.54,129.69,OFFICE,DESK,1998,1,Feb
U.S.A.,Illinois,18.00,53.54,OFFICE,DESK,1998,1,Mar
U.S.A.,Illinois,38.46,127.62,OFFICE,DESK,1998,2,Apr
U.S.A.,Illinois,148.31,87.46,OFFICE,DESK,1998,2,May
U.S.A.,Illinois,83.85,81.00,OFFICE,DESK,1998,2,Jun
U.S.A.,Illinois,77.54,147.31,OFFICE,DESK,1998,3,Jul
U.S.A.,Illinois,154.92,4.08,OFFICE,DESK,1998,3,Aug
U.S.A.,Illinois,63.77,1.85,OFFICE,DESK,1998,3,Sep
U.S.A.,Illinois,8.46,78.62,OFFICE,DESK,1998,4,Oct
U.S.A.,Illinois,92.69,89.62,OFFICE,DESK,1998,4,Nov
U.S.A.,Illinois,94.85,97.77,OFFICE,DESK,1998,4,Dec
U.S.A.,Illinois,97.15,2.62,FURNITURE,SOFA,1998,1,Jan
U.S.A.,Illinois,39.62,14.46,FURNITURE,SOFA,1998,1,Feb
U.S.A.,Illinois,82.85,128.23,FURNITURE,SOFA,1998,1,Mar
U.S.A.,Illinois,53.46,93.46,FURNITURE,SOFA,1998,2,Apr
U.S.A.,Illinois,106.38,75.85,FURNITURE,SOFA,1998,2,May
U.S.A.,Illinois,31.85,77.46,FURNITURE,SOFA,1998,2,Jun
U.S.A.,Illinois,122.00,149.69,FURNITURE,SOFA,1998,3,Jul
U.S.A.,Illinois,89.31,48.85,FURNITURE,SOFA,1998,3,Aug
U.S.A.,Illinois,55.38,158.77,FURNITURE,SOFA,1998,3,Sep
U.S.A.,Illinois,123.00,146.54,FURNITURE,SOFA,1998,4,Oct
U.S.A.,Illinois,152.46,46.08,FURNITURE,SOFA,1998,4,Nov
U.S.A.,Illinois,103.54,59.38,FURNITURE,SOFA,1998,4,Dec
U.S.A.,Illinois,15.46,59.23,FURNITURE,BED,1998,1,Jan
U.S.A.,Illinois,98.46,112.92,FURNITURE,BED,1998,1,Feb
U.S.A.,Illinois,121.92,156.00,FURNITURE,BED,1998,1,Mar
U.S.A.,Illinois,146.31,42.08,FURNITURE,BED,1998,2,Apr
U.S.A.,Illinois,50.54,58.31,FURNITURE,BED,1998,2,May
U.S.A.,Illinois,148.31,96.46,FURNITURE,BED,1998,2,Jun
U.S.A.,Illinois,1.62,16.69,FURNITURE,BED,1998,3,Jul
U.S.A.,Illinois,56.85,60.77,FURNITURE,BED,1998,3,Aug
U.S.A.,Illinois,57.23,45.92,FURNITURE,BED,1998,3,Sep
U.S.A.,Illinois,56.08,36.15,FURNITURE,BED,1998,4,Oct
U.S.A.,Illinois,24.31,109.15,FURNITURE,BED,1998,4,Nov
U.S.A.,Illinois,146.23,9.77,FURNITURE,BED,1998,4,Dec
U.S.A.,Illinois,19.85,11.15,OFFICE,CHAIR,1998,1,Jan
U.S.A.,Illinois,6.15,78.08,OFFICE,CHAIR,1998,1,Feb
U.S.A.,Illinois,29.23,35.54,OFFICE,CHAIR,1998,1,Mar
U.S.A.,Illinois,132.85,13.31,OFFICE,CHAIR,1998,2,Apr
U.S.A.,Illinois,124.15,63.46,OFFICE,CHAIR,1998,2,May
U.S.A.,Illinois,103.46,82.69,OFFICE,CHAIR,1998,2,Jun
U.S.A.,Illinois,112.62,47.54,OFFICE,CHAIR,1998,3,Jul
U.S.A.,Illinois,73.31,28.38,OFFICE,CHAIR,1998,3,Aug
U.S.A.,Illinois,152.85,17.31,OFFICE,CHAIR,1998,3,Sep
U.S.A.,Illinois,112.62,62.54,OFFICE,CHAIR,1998,4,Oct
U.S.A.,Illinois,128.69,10.23,OFFICE,CHAIR,1998,4,Nov
U.S.A.,Illinois,60.00,111.00,OFFICE,CHAIR,1998,4,Dec
U.S.A.,Illinois,75.69,136.15,OFFICE,DESK,1998,1,Jan
U.S.A.,Illinois,132.00,66.69,OFFICE,DESK,1998,1,Feb
U.S.A.,Illinois,124.92,97.15,OFFICE,DESK,1998,1,Mar
U.S.A.,Illinois,65.69,106.08,OFFICE,DESK,1998,2,Apr
U.S.A.,Illinois,86.85,144.85,OFFICE,DESK,1998,2,May
U.S.A.,Illinois,70.31,0.85,OFFICE,DESK,1998,2,Jun
U.S.A.,Illinois,64.46,10.85,OFFICE,DESK,1998,3,Jul
U.S.A.,Illinois,151.85,47.31,OFFICE,DESK,1998,3,Aug
U.S.A.,Illinois,132.77,89.38,OFFICE,DESK,1998,3,Sep
U.S.A.,Illinois,127.38,36.77,OFFICE,DESK,1998,4,Oct
U.S.A.,Illinois,59.08,8.85,OFFICE,DESK,1998,4,Nov
U.S.A.,Illinois,39.46,134.15,OFFICE,DESK,1998,4,Dec
U.S.A.,Illinois,64.15,122.85,FURNITURE,SOFA,1998,1,Jan
U.S.A.,Illinois,149.77,42.31,FURNITURE,SOFA,1998,1,Feb
U.S.A.,Illinois,146.31,38.46,FURNITURE,SOFA,1998,1,Mar
U.S.A.,Illinois,14.77,42.92,FURNITURE,SOFA,1998,2,Apr
U.S.A.,Illinois,56.46,63.92,FURNITURE,SOFA,1998,2,May
U.S.A.,Illinois,129.38,58.77,FURNITURE,SOFA,1998,2,Jun
